name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at
guru doug,Guru_Doug,,7414,7414,363,44,9653,Sat Feb 19 20:50:26 +0000 2011
Timothée,tamalitu,checkmate...,56,56,107,0,12557,Sun Sep 24 02:13:56 +0000 2017
Patty,TejadaPatrick,,170,170,275,0,4117,Fri Sep 02 02:12:52 +0000 2011
j duh,daddytissuezz,brent faiyaz fan account,107,107,255,0,7418,Tue Dec 18 08:58:18 +0000 2018
hubert,hueberttf,sorry I destroy some balls just to piss,96,96,400,1,41944,Mon Feb 13 04:29:27 +0000 2017
carter,mynameiscarterk,I bought a plant,325,325,428,1,6918,Thu Feb 05 22:05:48 +0000 2015
maris,mawisuuh,most likely being extra,142,142,262,0,4588,Tue Sep 30 02:53:00 +0000 2014
Hgs7,Hgs712,,4,4,3069,0,129,Fri Mar 18 21:39:19 +0000 2016
Mike,MikeTheCreator_,Living life to the fullest https://t.co/Er85hMj2gL,55,55,251,0,1489,Thu Sep 27 12:36:29 +0000 2012
warm smirnoff ice,warmsmirnoffice,"diabetic and bitchy, charlie baker hate account",29,29,425,0,3708,Thu Aug 15 18:01:35 +0000 2019
ً,SpiritGenealogy,energy bender,8223,8223,809,17,8751,Tue Oct 30 21:06:13 +0000 2018
NotNevi,notnevi,listn to my music,80,80,314,0,20320,Sun Jan 17 01:16:30 +0000 2016
upfront,tnorfpu,baller • astrophysicist major,5,5,37,0,263,Thu Oct 24 01:00:48 +0000 2019
bernasty/bad bunny stan account,yungbernasty,"I’m So Fuxkinqqqq Horny Men, WTFF | ➕➕➕| send beats and features: bernastymusic@gmail.com",1273,1273,532,8,25855,Mon Jul 26 08:32:06 +0000 2010
Kyle,kyle_foster2,Young Gordon Ramsey with the sauce,584,584,808,2,92138,Tue Nov 06 21:46:19 +0000 2012
Aidan 🦂,thisguyaidan,i love girls 😎,57,57,232,0,9708,Fri Jul 22 12:11:06 +0000 2016
Skrttt_cobain,alexverastegui5,just hopelessly lost and looking for stuff I can relate too,141,141,663,0,14351,Fri Nov 10 15:29:14 +0000 2017
Joey _(┐「ε:)_,xxxdunzo,I eat pieces of shit for breakfast,151,151,822,0,29645,Sun Feb 08 04:52:48 +0000 2015
🪐,killerqueenhs,cross my heart & hope to fly,70,70,344,0,8954,Mon Jul 23 01:51:15 +0000 2018
Human Person,_ice_monster,,9,9,233,0,1543,Sat Oct 08 16:34:37 +0000 2016
Marco,marco420garcia,Always Learning | Siempre Aprendiendo,16,16,199,0,354,Fri Mar 22 17:25:05 +0000 2019
wtf,PigOnSteroidz,18,264,264,125,0,1441,Sun Feb 17 12:47:43 +0000 2013
Max Abou,MaxAbouBB,"pray allah hold me,, folsom koji kondo",304,304,449,1,21585,Sat Jun 25 05:52:35 +0000 2016
sonja,filmecritic,how about that stock market?,426,426,569,9,28156,Sun Sep 30 23:20:04 +0000 2018
arnav,ArnavAmit1,someone please assault me with a peanut,99,99,399,1,1303,Sun Aug 14 22:15:42 +0000 2016
doodlebob,GabrielGoriding,,0,0,427,0,19418,Fri Dec 07 23:57:46 +0000 2018
Will Andrepont,AndrepontWill,,50,50,200,0,2208,Tue Jun 12 04:26:10 +0000 2018
zach sayles,SaylesZach,,115,115,316,0,439,Sun Feb 07 23:59:52 +0000 2016
anem0s,anem0s1,yo,3,3,32,0,99,Sat Sep 28 00:56:54 +0000 2019
Ben Chumash,jewmash,"Heroes come and go, but legends are forever - Kobe Bryant",54,54,754,0,25470,Sat Apr 11 00:00:53 +0000 2015
Tevon,ALilUngaBunga,Snowboard and Dance enthusiast. also food. just food in general,2,2,68,0,175,Sun Feb 16 11:20:20 +0000 2020
tay,vampiegirl,sad sad girl,17,17,77,1,7164,Sun Jun 03 14:19:20 +0000 2018
@ZAYZWORLD BURNER ACCOUNT,vonraiiin,🇲🇽 | IDV!,213,213,253,2,12248,Mon Feb 01 04:57:22 +0000 2016
Jonah,Jonah_Mathias,,157,157,277,0,8956,Tue Nov 17 22:36:12 +0000 2015
Bernhard Röthlisberger,baereler,,3,3,65,0,11,Sat Jul 07 14:03:26 +0000 2018
catbookofficial,catbookofficial,The Real Cat Book,12,12,71,0,341,Tue Mar 05 17:30:28 +0000 2019
Riley,R3n1s,@lizzy_babcock hey fucker,173,173,670,1,14699,Wed Apr 01 00:33:56 +0000 2015
marlow fike *:･ﾟ✧ *,marlowfike,richest cat in the game,54,54,3,0,333,Sat Dec 15 19:20:50 +0000 2012
Add,addie_garrison,"Wake up like ""shit"" then I feel like the shit So I guess I'm the shit.",217,217,162,0,11367,Tue Aug 27 22:08:42 +0000 2013
briley,arealogin,"no matter how hard you work and how big a celebrity you become, you’ll never be as famous as cheese (SW-2218-8255-3515)",850,850,286,20,7653,Sun Sep 04 16:53:03 +0000 2016
Carolina ✞❁,carritoramoss,🦋🌙,878,878,706,0,32531,Fri May 27 15:28:00 +0000 2016
Daɪˈoʊni,NotSoAnonymous0,,16,16,515,0,2543,Sun Nov 11 02:40:21 +0000 2012
Jack Donaldson,MrJackDonaldson,,326,326,351,0,6445,Mon Oct 06 03:25:14 +0000 2014
freaks&geeks,BVBsloth,pee pop,60,60,173,0,1447,Fri Aug 28 03:55:40 +0000 2015
not yet,ih8ithereeee,i’m done. god i’m coming up!,10,10,73,0,2389,Sat Oct 08 16:42:00 +0000 2016
Siara Chicane,siara_____,,18,18,53,0,516,Sat Feb 23 05:28:46 +0000 2019
ali,ali69666khalid,"Sir Head Ass, of house Dead Ass, the headest of asses",91,91,195,0,5945,Sun Dec 26 23:29:04 +0000 2010
brenda,brendamendoza_1,,151,151,102,0,736,Tue Dec 31 02:37:50 +0000 2013
josie,jomllls,that’s hella tight,24,24,193,1,26824,Tue Jul 29 01:14:19 +0000 2014
Kaitlyn Ferguson,FergieKaitlyn,,24,24,40,0,289,Sun Dec 24 05:36:23 +0000 2017
🦋Melissa 🦋,adoreyoubyharry,I secretly hate it here,32,32,83,0,1889,Sun Feb 14 13:54:50 +0000 2016
Cantonius Maximus,CantonBurleson,"WSU Alum, My Mom thinks I’m funny",204,204,367,1,4177,Mon Jan 18 03:45:02 +0000 2016
ADDIS★N,twinkbff,sugar honey sexy baby ♫: close2you,2664,2664,351,2,5190,Mon Nov 23 06:48:22 +0000 2015
Jonderic,Jonderic,Stay frosty.,369,369,3139,14,24,Wed Feb 27 22:41:48 +0000 2013
Owen Spear,spearo19,"HEHS Baseball #4, Schaumburg Flyers Baseball #25, HEHS class of 2021",21,21,99,0,176,Tue Dec 17 23:04:42 +0000 2019
Bree Berroa,breeberroa,Ⓥ ig: breeberroa 🖤 backup account is @breeberroa2,152,152,812,0,21806,Fri Oct 12 21:58:19 +0000 2018
Mario Rondon,m_rondon98,Dreamville,762,762,345,5,4320,Mon Feb 21 22:14:44 +0000 2011
mar⭐️,as_toldbymarisa,"ex middle school emo, 2009 swine flu survivor",653,653,578,3,7754,Sat Nov 19 16:31:45 +0000 2011
ryan,onlywun_,chopped & screwed,113,113,296,1,12837,Sat Feb 11 04:37:32 +0000 2012
ale,alesgayasf,,20,20,88,0,4231,Sun Dec 23 05:55:08 +0000 2018
Renae,renaegiannini,All this life in me,541,541,259,0,29274,Sun Sep 28 01:32:41 +0000 2014
Roach Queen 💖,Eroseofficiall,"Pls follow me, I’m really nice | Bussy queen 🤤| THE PAPA ROACH 😤",22,22,292,0,8652,Fri Oct 27 22:49:18 +0000 2017
Arturo Meza,TheLifeofArty_,The good deeds a man has done before defends him,48,48,213,0,1119,Wed May 31 21:21:01 +0000 2017
i-wanna-spoon,Levi_Mitch_,how do i like something 80 times,29,29,146,0,2318,Sun Jul 19 17:21:43 +0000 2015
Jay,Jay_Mallia,,50,50,104,0,18829,Thu Sep 25 09:47:08 +0000 2014
Malcolm Powell,defectivefrog,,54,54,714,0,9501,Sun Sep 16 00:20:10 +0000 2018
Ryan Elliott,relliott3131,,12,12,104,1,4108,Thu Oct 20 21:46:38 +0000 2016
v,vanessacabralll,,35,35,113,0,7132,Fri Aug 21 20:00:00 +0000 2015
sad.,playboixhaz,,963,963,812,10,35535,Sun Apr 28 15:15:05 +0000 2019
YANI,ileani_,,665,665,268,4,14763,Tue Sep 27 01:31:31 +0000 2016
𝐞𝐭𝐡𝐨𝐭 𝐬𝐥𝐚𝐲𝐞𝐫,floricets,"19 - lex, javi, asia - bay area - @b0ndagefairy",4527,4527,1654,94,90183,Mon Feb 12 16:22:01 +0000 2018
👩‍🦯,aristanii,yea.,234,234,296,0,20113,Wed May 09 17:22:25 +0000 2018
DanIEl Hernnnandez,plahyboy,Burning,15,15,225,0,171,Thu Nov 24 02:22:44 +0000 2016
EmilyWightMorris,mle5480,,10,10,58,0,609,Fri Feb 22 15:08:48 +0000 2013
emyli,emyliideleon,♏︎,234,234,204,0,43129,Sat Mar 07 07:38:01 +0000 2015
brady,bradybolley,ur boyfriend smells like onions,157,157,156,0,10762,Tue Sep 08 22:30:47 +0000 2015
tan man,thelegendtanman,just a guy bein a dood,76,76,221,0,1854,Sun Feb 17 16:07:04 +0000 2019
Ashton,Thrashton57,"Loyal to the Nation all the time, loyal to the government when it deserves it. - Mark Twain",384,384,375,1,9574,Tue Sep 06 16:09:42 +0000 2011
𝔞𝔩𝔦𝔠𝔢,miucciashit,| devotion; desire; deviation |,778,778,1094,0,5558,Sat Jun 28 19:42:07 +0000 2014
jada.,jada_aa1,,15,15,84,0,622,Mon Jun 24 20:42:51 +0000 2019
Jordan,heartreguii,,574,574,519,3,83218,Mon May 02 20:27:48 +0000 2016
๏๓คг 🐚,_omarhuerta,everything I do I do for Harriet Tubman,146,146,152,0,2304,Tue Apr 02 22:19:59 +0000 2013
✮UwU,lily_moulin,I was atheist until I realized I am god,513,513,497,0,24806,Fri Jul 12 23:51:18 +0000 2013
beigeboy🖐🏼,Kalebender,for the kids,41,41,328,0,15627,Wed Aug 01 20:05:35 +0000 2018
javi,nochilljavii,air,1483,1483,621,25,88300,Mon Jun 23 00:50:55 +0000 2014
Eli♡,tween_grunge,I luv Sosa,96,96,299,0,19899,Sun Feb 07 07:40:29 +0000 2016
shon_delrosary,shauuunnnn,"sorry, i feel anxious",88,88,274,0,4069,Sat Sep 08 00:43:02 +0000 2018
karla,barla711,✨,909,909,477,0,20137,Thu Dec 11 06:40:38 +0000 2014
charlotte,charlotteharry_,,0,0,81,0,0,Thu Feb 28 09:08:17 +0000 2019
✨✨,michellea888,,1,1,34,0,2267,Thu Jun 28 03:01:34 +0000 2018
Duncan Fox,foxduncan253,,34,34,172,1,18768,Sat Apr 04 19:21:06 +0000 2015
andykin skywalker☄,andybeaar,,875,875,787,5,28153,Tue May 24 15:38:00 +0000 2011
.,casey_________,,213,213,314,0,15514,Sun Sep 15 22:18:29 +0000 2013
Jake Rosenfelt,lbeenbornagain,,73,73,186,1,10162,Sun Jun 28 04:45:42 +0000 2015
cian jay,kidredux,beautiful complex unfinished machine,44,44,100,0,567,Sun Dec 15 16:44:32 +0000 2019
anthony,yofckingasian,Boss like Bowser,305,305,143,0,37454,Fri Feb 21 08:09:55 +0000 2014
˚✧₊⁎♡tiddy♡⁎⁺˳✧༚,anitahotcheeto,,10,10,104,0,6139,Fri Feb 02 21:48:12 +0000 2018
BTR Bas,DeadStarSebas,Also known as Mr. You Know Da Vibes🤝 🤝A💞🥺,1035,1035,993,13,64819,Thu Dec 27 01:30:15 +0000 2012
Dylan,Dylan23608108,alright,4,4,144,0,197,Tue Nov 26 07:06:23 +0000 2019
Childish Brandino,King_Geedorah1,,56,56,309,0,9849,Tue Jun 16 18:25:59 +0000 2015
Juno,hijuno_,famous,9,9,117,0,428,Wed Dec 04 06:04:12 +0000 2019
pri,priigms,"a vida é assim; ou a gente vive, ou morremos sobrevivendo",500,500,994,0,9759,Tue Oct 23 17:57:37 +0000 2018
gamekub,1415EZ,,82,82,409,0,757,Fri Nov 28 14:48:17 +0000 2014
Noah,NoahStanek3,"So far, So good",64,64,63,0,159,Sun Oct 19 01:25:08 +0000 2014
piss,chocobosRgay,yes,2,2,11,0,497,Sun Dec 22 18:12:45 +0000 2019
L•D•S,Lolita_Smu,20 | beans belong in a bag not a tin,375,375,370,3,19133,Fri Jun 18 21:31:57 +0000 2010
chaela,micelsabeth,"I love Germany, its Vonderfull here! I love z apple strudel",27,27,212,0,4118,Sun Oct 02 23:49:40 +0000 2016
monica🦋,spaceebean,"[21] live tweeting any inconvenience i have,, always",505,505,745,2,80326,Wed Mar 13 00:12:04 +0000 2013
cesar,_cesar1007_,i make really shitty movies sometimes,495,495,786,11,40052,Tue Dec 17 00:16:09 +0000 2013
liv🌜,alivialoraine,grl pwr,111,111,174,0,7735,Wed May 09 02:13:08 +0000 2018
pip ☾,pinkskiespip,do u speak spanish! sí girl!,2009,2009,803,38,76134,Tue Oct 02 19:47:50 +0000 2018
Justin,TheSchlubes,Most dogs like me.,204,204,382,0,3966,Tue Jun 28 01:35:00 +0000 2016
FLAWDA $OULJA,FLSOULJA,,20,20,187,0,2078,Sun Sep 01 02:57:11 +0000 2019
🥑,gailtwts,,96,96,246,0,10681,Mon Mar 23 01:46:16 +0000 2015
ivan2023gabriel,CootchieC,Annoying Pomegranate Ass,18,18,161,0,104,Thu Feb 07 13:46:21 +0000 2019
JE (SUS) 🍎,_SSG3ZU5_,"|YOU DONT EVEN KNOW ME, but you’re my fucken homie|",187,187,420,1,9598,Sat Jul 25 05:34:36 +0000 2015
Blasian,officer_roman,UoG Psych @officerr_,40,40,151,0,3432,Thu Apr 04 11:07:12 +0000 2013
𖤐 Lisa 𖤐,Mel1ssaR4mirez,,332,332,237,4,39630,Mon Apr 06 20:39:13 +0000 2015
lomito salteado,LomitoSalteado,"siempre con limón, aceite y sal. y ají. no nos olvidemos del ají",95,95,307,0,7759,Mon Feb 10 12:25:18 +0000 2020
krgs,kevinrgsmith,,468,468,618,9,3208,Thu Oct 07 08:53:41 +0000 2010
zach!,p0rtalpr0,forky but in human form  cashapp:$zachkle,39,39,133,0,9128,Thu Nov 05 01:07:28 +0000 2015
allyson,allysoncamba,,123,123,145,0,7477,Tue Mar 18 00:22:25 +0000 2014
BAN | Kobekai,kobekai_music,I play Tekken competitively and I try to produce music. ヽ(⌐■_■)ノ♪♬,360,360,1511,2,62905,Fri Nov 28 21:12:58 +0000 2014
𝙟𝙖𝙡𝙚𝙣,brownmirrors,🪐,101,101,303,0,3949,Mon Aug 01 15:41:37 +0000 2016
:),lydiyuhhh,mcr is back and idk what to do,25,25,459,0,25089,Thu Feb 05 03:34:22 +0000 2015
DHabey,HabelDamon,The original slump god of Spokane and aspiring bad boy.,28,28,134,0,1295,Fri Jan 25 01:57:44 +0000 2019
colin,meadowscolin123,"ilooklikelilbil, ilovesmokingmid, cutepixofliluzi, inclhmptn, hubert, josh, chad, ilovesmokingdick fanpage",88,88,79,0,6567,Wed Feb 18 02:24:27 +0000 2015
spencer,Spencerrtt,😳,184,184,143,0,14631,Fri Nov 21 03:10:48 +0000 2014
𝙢𝙞𝙠𝙖𝙮𝙡𝙖,spvcetown,,2,2,22,0,89,Fri Jun 08 17:36:02 +0000 2018
adhi,adhi1023,,92,92,650,0,13286,Sat Jul 07 07:50:59 +0000 2012
Róbbie Bobby,robramirez23,Nursing GCU '21 Venmo: robramirez23,340,340,446,2,8720,Thu Feb 26 03:29:58 +0000 2015
JacquieAnn,jacquieanns,Bleeding ❤️. Lover of Baltimore Orioles ⚾️working for social justice.,69,69,198,4,7920,Fri Jan 31 15:46:41 +0000 2014
Popular Posts,ItsaPackageDeal,Creating new conventions of communication. Listen to my music:,162,162,133,5,14775,Fri Mar 01 04:26:41 +0000 2013
Mariah Hernandez,mu_riha,yikes,7,7,21,0,118,Mon Aug 24 13:15:30 +0000 2015
manzomf,tiredgn,,34,34,306,0,13698,Wed Apr 06 23:57:46 +0000 2016
Daniel R. DR,drdr101,stream birds of prey 😳,32,32,323,2,21914,Wed Mar 20 02:51:18 +0000 2013
amber eileen,aamberflo,,896,896,405,17,1819,Fri Nov 18 01:54:33 +0000 2016
Alicia,AliciaH46,,37,37,136,0,4456,Mon Dec 19 23:30:08 +0000 2011
sam🎲,margielatrash,𝖎,256,256,313,2,22646,Fri Dec 05 18:15:44 +0000 2014
Elliot Floum,elliotfloum,are we still friends? if you wanna get 18% off some really cool clothes hit up the website right here and use my code: 8A3C10B6A3B ily if you do.,96,96,518,0,13393,Wed Oct 08 01:01:41 +0000 2014
Duntin,duncan00000,I'm not even sure,108,108,810,0,3268,Fri Sep 17 05:34:08 +0000 2010
Oğuzhan☄️,neverknovvsbest,"hi

UÜ - ELT (mezunum sanırım?)
https://t.co/N1TDnylTjn
https://t.co/uTXKbi40RK",576,576,583,0,22065,Tue Apr 17 19:10:33 +0000 2012
Chloe,caleidoscope_c,we startin over baby 🔆,166,166,331,0,16689,Wed Dec 04 17:37:56 +0000 2013
Shane__Ray,Shane__Ray,I Check All The Boxes - You Can’t Put Me In One 🎶🍀⚡️,353,353,622,2,6667,Mon Feb 07 21:07:46 +0000 2011
brandonmxcias*,lordswishor,💜,198,198,285,0,19167,Tue Sep 26 23:12:01 +0000 2017
sam,dillie_bars,jimbo💘 | sc: sammeh_15 🤡,44,44,322,0,7898,Sun Sep 24 19:28:38 +0000 2017
emily,emxlywxbb,,660,660,569,6,40232,Tue May 26 19:36:16 +0000 2015
kh,bunotts,contact: eggcheeked@gmail.com,64,64,108,3,35103,Mon Nov 21 05:30:41 +0000 2016
David,leonardooo_m,💭,80,80,174,1,63490,Sat Jun 08 13:32:32 +0000 2013
nyc.indigo,nycindigo,currently living in the year 2047,25,25,254,0,15869,Sat Oct 21 18:23:06 +0000 2017
Harry,_harryclark,,6,6,137,0,473,Wed Oct 15 13:05:04 +0000 2014
Breanna,breannar16,,30,30,215,0,505,Wed May 20 07:07:46 +0000 2015
horny patrol 👮‍♂️,izzi_txt,,355,355,198,1,28495,Tue Jun 14 12:37:02 +0000 2016
Trevor Armstrong,Trevor_LegWeak,what’s your spaghetti policy? NKU Alum,1188,1188,807,2,6455,Sun Nov 08 19:09:46 +0000 2009
owen,finding_nnewo,my first play through of life but somehow it’s set to NG+,164,164,627,0,26717,Mon Oct 22 02:16:26 +0000 2012
Rahshahd,whathtefrick,¿qué tiempo hace hoy?,68,68,162,0,2689,Tue Aug 20 09:09:14 +0000 2013
abutn,user12939404938,,0,0,63,0,125,Sat Dec 21 22:12:00 +0000 2019
Twink ᴴᴰ,bylekeaman,UNC ‘24                                              you said sHe gOne do what froM whO?,145,145,175,0,66806,Fri Jul 08 03:25:29 +0000 2016
declan,declandotexe,idek what’s going on tbh he/him,467,467,1991,1,169961,Wed Apr 27 13:11:44 +0000 2016
Gabby Veliz,gabriellavelizz,,87,87,82,0,258,Sun Apr 22 14:00:10 +0000 2018
McKenzie,mclitchfield,,355,355,234,0,2763,Tue Sep 10 19:48:34 +0000 2013
no basic hoes,frickinweeb,swag punch a bitch,31,31,543,0,1048,Mon Jan 02 06:19:23 +0000 2017
Cole Golden,colegolden_,,146,146,1393,0,3168,Fri Apr 29 01:32:28 +0000 2016
bill,gabagoolguy867,,72,72,583,1,41636,Mon May 23 01:06:09 +0000 2016
Ben Robson,benrobson210,equity is more important than equality,210,210,665,1,2673,Fri Dec 12 20:00:28 +0000 2014
mari,breathinmalibu,mn | didn’t last long did it,4106,4106,866,109,88820,Sat Sep 05 00:20:03 +0000 2009
hope,hope__palm,last night i drove to harpers ferry and i thought about you. | https://t.co/Vh0ln5oj8Q | https://t.co/PrUgwYoyJw,126,126,1162,0,17989,Thu Jun 18 19:56:35 +0000 2015
ashleey,Ashleeyrenee1,🥰,22,22,94,0,1606,Mon Jan 14 02:27:10 +0000 2019
Azula,KIloeje,all I do is watch Glee and listen to Raveena🧚🏾‍♀️,26,26,96,0,13432,Wed Oct 30 20:52:46 +0000 2019
grace,gracexcross,jamming out,69,69,277,0,13785,Tue Jun 26 23:33:57 +0000 2018
ℓeslie,grlcheese,sunflower! sunflower!,564,564,537,3,18780,Sun Aug 02 04:23:11 +0000 2015
corbin bleu,fkatwigsburner,dont care didnt ask plus you arent adele haenel,168,168,138,2,28483,Mon Apr 03 22:26:10 +0000 2017
derion,ddeerriioonn,love is everything and everything is love,157,157,417,0,16549,Wed Oct 19 17:19:08 +0000 2016
ronell,RnllRoxas,dlsu,65,65,278,0,7705,Thu Aug 22 05:57:51 +0000 2013
𝘺𝘢𝘮𝘴,wedoreally,in pain || 18+ alt: @macandnut,2218,2218,1079,36,121772,Tue Oct 14 22:00:14 +0000 2014
tati,cosmictatiana,"waiting on calls, flipping thru stations",1025,1025,200,99,22822,Mon Feb 02 22:34:10 +0000 2015
Evan Moody,AsapMoody,tdhs 21’ 🎾,9,9,80,0,83,Sun Jul 14 22:54:14 +0000 2019
my names Ethan,mynames_ethan,,64,64,229,0,3023,Fri Jul 27 00:39:05 +0000 2012
Rïjül,rij_pab,fairs,42,42,151,0,10117,Sun Feb 22 12:49:19 +0000 2015
whordyn,spiltsomemilk,yurp,38,38,400,0,51107,Thu Oct 05 05:46:38 +0000 2017
livian,iawnw1,most likely would sell a limb,0,0,50,0,23,Tue Feb 11 16:03:24 +0000 2020
📿🌊H.M.C🌊📿,hiddenmistcodie,"left twitter for a while, recently came bacc🌊 co-creator of @melangedetrois 🎤",50,50,279,0,7195,Sat Sep 22 17:37:25 +0000 2012
ari,arilynng_,,157,157,192,0,24831,Sun Sep 11 09:16:05 +0000 2016
samb.ie,houndstoot,"tell me what’s your birthday baby, i gotta know 💿🦋1/2 of @frankedour",21,21,165,0,5363,Wed Feb 08 09:31:35 +0000 2017
Dylan Konefes,dkonefes01,,18,18,234,0,1876,Sat Jan 09 01:04:03 +0000 2016
d&g,woahdg,,16,16,102,0,359,Wed Oct 02 21:22:00 +0000 2019
alexa,alexabrianaa,,35,35,63,0,5223,Wed Sep 16 20:21:53 +0000 2015
i is dumbass,NotReallyGerald,wanna change my pfp but I really like this one,22,22,243,0,7956,Tue Jan 12 20:56:07 +0000 2016
𝙅𝙂𝙑𝙈 ⁷ 𖧵,J_GVM,I don’t know how to write bios,189,189,180,1,9858,Mon Aug 29 00:40:16 +0000 2011
eleonor🤮,eleonorcp,something like this but not this,180,180,308,2,22506,Sat Jul 27 04:50:55 +0000 2013
Guapdaddy G,giannainna,what it do baby?,75,75,614,0,30514,Thu Mar 02 15:41:56 +0000 2017
abby,aww_jeeezz,,77,77,413,1,8186,Thu Aug 11 11:04:41 +0000 2016
felix daniel 🏃🏽‍♂️,youngtoering,$youngtoering,61,61,202,0,3701,Tue May 05 03:37:32 +0000 2015
mog loves donald,killrkeem,i lob childish gambino || $rawsaucy,838,838,440,20,92026,Sat Jul 30 00:57:59 +0000 2016
Eric,VrySatisfying,Powerhouse of your cell ❤,53,53,112,0,9202,Sun Jul 02 01:02:46 +0000 2017
"The Weeknd American dad,",itsTheBigFella,officially named “the biggest guy 2020” by @PapaGrimbo. i run @InsideJokesOOC with @stoovrs (heavy rt) (alt: @BigFellaAlt),490,490,2376,9,112180,Fri May 12 23:32:10 +0000 2017
Deijah Lee-Carroll,heydeij10,Video Producer/Editor | @TeaneckHigh & @BU_Tweets alum | ✊🏽🏳️‍🌈,224,224,376,1,1704,Fri May 30 21:51:22 +0000 2014
b,brxtny,✧･ﾟ: *✧･ﾟ:* ✧･ﾟ: *✧･ﾟ:*,14018,14018,292,36,33772,Sun Sep 18 06:32:51 +0000 2011
Arty Bacardi,BrownBoyArty,Winner of the 2019 Greatest Hater award,84,84,120,0,3014,Thu Aug 11 08:31:55 +0000 2011
ℝell,TLevi22x,rip @TLevi22 |  𝐕,396,396,891,2,63971,Sun Dec 04 23:43:34 +0000 2016
alyssa,_alyssayung_,concert photographer ✨,556,556,639,2,30336,Wed Sep 02 01:25:01 +0000 2015
hector,asvpxhector,so it goes,855,855,615,1,16546,Thu Jun 07 01:00:18 +0000 2012
ً,cavillcavill,,58,58,103,0,715,Wed Jun 20 03:33:24 +0000 2018
gordino,Novaze_,life is like a sandwich no matter which way you flip it I'm fuckin it,98,98,932,1,66988,Fri Feb 15 21:43:41 +0000 2013
ⓀⓔⓎⓞⓃ 🤪,itscoolwhatevs,,1,1,188,0,718,Wed Aug 15 20:11:59 +0000 2018
carloz,calrosdioz,⛈,101,101,158,0,10313,Thu Aug 17 17:29:14 +0000 2017
m@,NotTooFresh,physically the opposite of randy moss,743,743,467,3,45768,Sun Apr 04 20:47:55 +0000 2010
deferred,dimaranah,"If you must blink, do it now // I would die for Claire from the Bon Appetit test kitchen // normal tuesday night for Shia Labeouf // Jared,19",146,146,543,0,43822,Thu Jan 14 12:10:32 +0000 2016
Braddy,SDotBraddy,In Loving memory R.I.P I hope you miss me,8739,8739,979,33,34092,Fri Jan 22 14:08:06 +0000 2010
sherv,slevaristo,idk what im doing,180,180,206,0,12601,Sat May 14 15:10:10 +0000 2016
ً,JIHVD,part-time™ optimist,386,386,851,0,31576,Mon Nov 14 22:42:57 +0000 2011
cam zito,camzito1,i want better days to miss,826,826,306,1,2414,Wed Apr 23 23:35:47 +0000 2014
JAYUR,jaaayur,I make beats n tunes n stuff ;),429,429,311,1,31491,Thu Oct 23 18:46:52 +0000 2014
Diana Ramos,DianaRa43225667,NJ,10,10,76,0,583,Sun Nov 24 05:49:12 +0000 2019
Angela L,anglob5304,,10,10,50,0,165,Sat Aug 03 00:02:27 +0000 2019
ryanmcnulty,RyanMcNulty5,@@@ me,565,565,945,0,15977,Mon Jan 16 16:18:35 +0000 2012
lex,LCypurda,wpg,167,167,248,0,2167,Mon Jan 14 23:51:44 +0000 2019
paUla,pauladelunac,xvii,313,313,246,0,9214,Wed Jan 13 22:39:25 +0000 2016
🌼Tate🌼,t8martian,sonder,1018,1018,471,9,13829,Fri Mar 11 02:35:56 +0000 2016
chloe,itschloe_m,code || photography,117,117,241,0,2965,Sun Oct 23 04:12:08 +0000 2016
.🥶,connor_ernst,NY,218,218,439,0,2490,Thu Aug 16 20:57:27 +0000 2012
♡,liquidmami,mwah,61,61,364,0,1202,Sat May 28 14:57:38 +0000 2016
Grady Hamilton,gradyham18,,5,5,421,0,3216,Fri Dec 25 22:43:21 +0000 2015
em,emilycorke_,,140,140,257,0,1030,Sat Aug 08 03:06:00 +0000 2015
Thursday,2minut3noodles,if the stale hardened crust of a week old refrigerated pizza had a crust and that second more vile and rancid crust was a person,11,11,447,0,1573,Fri Feb 16 07:23:25 +0000 2018
Woah🐝,yikesdudewtf,yes,808,808,1102,2,55418,Mon Jun 22 03:41:57 +0000 2015
chloe,rydersfarm,homebody never outgoing,161,161,160,7,37624,Thu Nov 15 23:38:23 +0000 2018
em,BednorzEmily,hungry,368,368,287,0,9506,Sun Oct 07 18:57:40 +0000 2018
Grace Larson,grace_larson_,,44,44,250,0,596,Fri Oct 02 23:18:15 +0000 2015
slut dragon,Vulgar222,* I’m talking to myself *,304,304,1092,3,55477,Thu Aug 08 21:50:18 +0000 2013
Kali,Kali867,just all of the random shit that goes through my head on a daily basis,206,206,256,2,15610,Tue Mar 19 04:45:13 +0000 2013
JayⒿ🧱🪓🧃,MARINIBOYJAY,Artist | Chaotic Evil | $mariniboyjay,372,372,221,3,17197,Mon Nov 10 01:02:21 +0000 2014
that_orangutang,ThatOrangutang,,0,0,50,0,6,Tue May 21 00:17:05 +0000 2019
🥺,lilsuzi_vert,2nd account: @susievolume2,130,130,157,1,8984,Tue Feb 28 02:16:09 +0000 2017
donna,donnnanicole,,603,603,159,24,18840,Sat Jun 30 21:00:02 +0000 2018
abi 🦋,aetrbl,,119,119,129,0,8449,Sat Sep 21 13:07:08 +0000 2019
Connor,whoisconnov,,8,8,130,0,1377,Sat Nov 26 05:58:22 +0000 2016
